ID pregunta,Historia inglés,Pregunta inglés,Respuesta inglés,Historia español,
00359f516cdf8b1800c7102711bd9aa400d1c749.6,"The allegations of ICE forcibly drugging deportees were raised last month by {Sen. Joe Lieberman}, I-Connecticut, during the re-nomination hearing of ICE chief Julie Myers.",Which senator vows to investigate the allegations ?,Sen. Joe Lieberman,"El mes pasado, {el senador Joe Lieberman}, I-Connecticut, planteó las acusaciones de que el ICE drogaba por la fuerza a los deportados durante la audiencia de renominación de la jefa del ICE, Julie Myers.",
896a51d66f6bfafc25d0811a0d8b9b69820fc032.1,"""We just know that she had gone to the first house, and played for just a very short time. And then she was on her way to another friend's house,"" said Lisa Encarnacion, the spokeswoman for Sandra's family. ""And we don't know, we {can't confirm} that she was there or she was not.""",Could anyone at the second house verify that the girl arrived there ?,ca n't confirm,"""Sólo sabemos que ella había ido a la primera casa, y jugó por muy poco tiempo. Y luego estaba de camino a la casa de otro amigo"", dijo Lisa Encarnación, la portavoz de la familia de Sandra. ""Y no sabemos, {no podemos confirmar} que estuviera allí o no lo estuviera"".",
5ebd041d89a2ba41b387c30293f0657eef746910.3,"PARIS, France (CNN) -- Interpol on Monday took the unprecendented step of making a global appeal for help to identify a man from digitally reconstructed photos taken from the Internet that it said showed him {sexually abusing underage boys}.",What did the man do ?,sexually abusing underage boys,"PARÍS, Francia (CNN) -- Interpol tomó el lunes el paso sin precedentes de hacer un llamamiento mundial para ayudar a identificar a un hombre de fotos reconstruidas digitalmente tomadas de Internet que, según dijo, le mostraban {abusando sexualmente de menores}.",
4f91c584cc9bfa6506ec98467bc59158a0d97b20.3,"After {losing 140 pounds} in 2004, Tackett has embraced a healthy and active lifestyle. He bikes three times a week to work and runs and swims on a regular basis.",What did John Tackett achieve ?,losing 140 pounds,"Después de {perder 140 libras} en 2004, Tackett ha adoptado un estilo de vida saludable y activo. Moto tres veces a la semana para trabajar y corre y nada de forma regular.",
11f98941a56820775d6e8e2424966ba6431f5950.6,"Denver Jarvis and Matthew Bent, both 15, are accused along with a third teen, Jesus Mendez, 16, of being in a group that poured alcohol over Brewer and set him ablaze in a dispute over $40, a video game and a bicycle. All {three} pleaded not guilty in an appearance last week in Broward County Circuit Court. If convicted, they would face a sentence of up to 30 years in prison.",How many attacked Michael Brewer ?,three,"Denver Jarvis y Matthew Bent, ambos de 15 años, son acusados junto con un tercer adolescente, Jesús Méndez, de 16 años, de estar en un grupo que derramó alcohol sobre Brewer y lo encendió en una disputa de más de $40, un videojuego y una bicicleta. Los {tres} se declararon inocentes en una comparecencia la semana pasada en Broward County Circuit Court. Si fueran condenados, se enfrentarían a una sentencia de hasta 30 años de prisión.",
fd57a5632477745ea55ab12bc185d4f33c9e390a.5,"Rep. Dave Camp, R-Michigan, who co-authored the GOP plan, said it's important to make sure the bill is one with a ""{common-sense approach}.""",What does the important bill have ?,common-sense approach,"El representante Dave Camp, R-Michigan, quien coautor del plan del Partido Republicano, dijo que es importante asegurarse de que el proyecto de ley sea uno con un ""{enfoque de sentido común}"".",
3576fb69706166ac03e3daa7b03c5869f99134c0.2,"(CNN) -- It's famous for its rich cultural history, a waltz and Wiener schnitzel. And for the third year in a row, {Vienna}, Austria, can also boast the highest quality of living in the world.",Who have the highest quality of life ?,Vienna,"(CNN) -- Es famoso por su rica historia cultural, un vals y Wiener schnitzel. Y por tercer año consecutivo, {Viena}, Austria, también puede presumir de la más alta calidad de vida en el mundo.",
92054eb4758186ab8645f80c0e146cd546936f5b.7,"Tehran, Iran (CNN) -- Iranian forces that seized an Iraqi oil well have {withdrawn from the installation but remain on Iraqi territory}, a top Iraqi official charged Sunday.",Are there still Iranian forces in Iraq ?,withdrawn from the installation but remain on Iraqi territory,"Teherán, Irán (CNN) - Las fuerzas iraníes que se apoderaron de un pozo de petróleo iraquí {se han retirado de la instalación pero permanecen en territorio iraquí}, un alto funcionario iraquí acusó el domingo.",
7f997a307cb436508622045b5cf9489e48277e31.5,"Mack said he treats a lot of patients like Gross. ""You have 250,000 passengers who come through {Atlanta Hartsfield} every day, and people are sick. What they do is delay their care or they don't get their care at all.""",Where is the facility located ?,Atlanta Hartsfield,"Mack dijo que trata a muchos pacientes como Gross. ""Tienes 250.000 pasajeros que vienen a través de {Atlanta Hartsfield} todos los días, y la gente está enferma. Lo que hacen es retrasar su atención o no reciben su atención en absoluto"".",
371f206bd72e1f8f7b57bafd260b3c1d930a9d78.5,"2008 marks the fourth time the parties {have held back-to-back conventions}; it also happened in 1912, 1916 and 1956.",2008 marks the fourth time what has happened involving parties ?,have held back-to-back conventions,"El año 2008 es la cuarta vez que las partes {celebran convenciones consecutivas}; también tuvo lugar en 1912, 1916 y 1956.",
92af98f512e0cbea87fd851954ff3c0b45693300.8,"In May 2004 Priestley arranged another trip to {London, England} -- to the very street corner where he and Naomi first met, where he presented her with an emerald-cut, three-diamond ring by Steven Pomerantz.",Where did Jason Priestley propose ?,"London , England","En mayo de 2004 Priestley organizó otro viaje a {Londres, Inglaterra}, a la misma esquina de la calle donde él y Naomi se conocieron por primera vez, donde le presentó un anillo de tres diamantes cortado con esmeraldas de Steven Pomerantz.",
340ccb660ba6b0932f956d5333dd22820792e633.9,{President Mahmoud Ahmadinejad's government} has been accused of trying to eliminate the Baha'i community.,who is trying to destroy the community ?,President Mahmoud Ahmadinejad 's government,{El gobierno del presidente Mahmoud Ahmadinejad} ha sido acusado de tratar de eliminar a la comunidad bahaí.,
7247c643eb5dbdb712f4a6382b8e4f48ef63c988.7,"The 33-year-old, who won {76} Test caps, will still make himself available for one- day cricket once he has fully recovered from an elbow operation he underwent last December.",How many caps did he win ?,76,"El niño de 33 años, que ganó {76} gorras de prueba, todavía estará disponible para el cricket de un día una vez que se haya recuperado completamente de una operación de codo que sufrió en diciembre pasado.",
4d436a18ef0dd3cd4fb74fcf38951646fd9f797e.1,"ATLANTA, Georgia (CNN) -- Shortly after midnight on January 24, a 16-year old boy from Powder Springs, Georgia, crashed his car into an oncoming vehicle. {Garrett Reed}, a star football player at Harrison High School, died instantly. Police believe he had been drinking.",who died in crash ?,Garrett Reed,"ATLANTA, Georgia (CNN) - Poco después de la medianoche del 24 de enero, un niño de 16 años de edad de Powder Springs, Georgia, estrelló su coche contra un vehículo que se acercaba. {Garrett Reed}, un jugador de fútbol estrella de Harrison High School, murió instantáneamente. La policía cree que había estado bebiendo.",
4eaef0391cf553abf35256150a09ee0d9b281bc6.6,"Japan has long been the world leader in robotics research, but in recent years it's also been leading the way when it comes to {cutting-edge medical technology}.",Japan is leading the way with advances in what ?,cutting-edge medical technology,"Japón ha sido durante mucho tiempo el líder mundial en investigación robótica, pero en los últimos años también ha estado liderando el camino cuando se trata de {tecnología médica de vanguardia}.",
46faba4f781042c9b898c3d731c78d6d3b66f340.7,"Obama gets his first shot at literally looking into {Putin}'s eyes Tuesday, when he has a sitdown with the man who is now prime minister of Russia, a post that many international analysts believe allows {Putin} to continue to pull the strings behind the scenes.",Who will President Obama be meeting with on Tuesday ?,Putin,"Obama tiene su primera oportunidad de mirar literalmente a los ojos de {Putin} el martes, cuando se sienta con el hombre que ahora es el primer ministro de Rusia, un puesto que muchos analistas internacionales creen que permite a {Putin} seguir tirando de los hilos detrás de las escenas.",
eb9177b8462d6c9d5ce0d99a36414a560d2e6d5c.1,"""I called him up and said, yes, it's nothing against you, nothing against {Turkey}. We consider you as a friend,"" Peres said. He said Erdogan reciprocated.",What country is Istanbul in ?,Turkey,"""Le llamé y le dije, sí, no es nada contra ti, no es nada contra {Turquía}. Te consideramos como un amigo,"" dijo Peres. Dijo Erdogan correspondió.",
df68db28b96546214e1a8754a625160ca8e3f7a7.9,"When we strive for {perfection}, we're bound to be disappointed because no date, guy or relationship will ever live up to that expectation.",What should ladies give up on ?,perfection,"Cuando nos esforzamos por la {perfección}, estamos obligados a estar decepcionados porque ninguna fecha, chico o relación estará a la altura de esa expectativa.",
e6e5b19179a86490b071beb2a239f07086948b99.1,Tony-award winning actress Jane Alexander says {giving money to the arts} will save and create jobs.,What did Alexander say would quickly support jobs ?,giving money to the arts,La actriz ganadora del premio Tony Jane Alexander dice que {dar dinero a las artes} ahorrará y creará empleos.,Mala traducción. Salvará empleos. 
86ffe573e8bd17f655c3edb3a04f9f572c8b012f.4,"The drawings all date from around {1908 and 1909}, when Hitler was a ""penniless dropout"" trying to get accepted into the prestigious Vienna Academy of Fine Arts to train as a professional artist, Mullock's said.",When do the drawings date from ?,1908 and 1909,"Todos los dibujos datan de alrededor de {1908 y 1909}, cuando Hitler fue un ""desertor sin dinero"" tratando de ser aceptado en la prestigiosa Academia de Bellas Artes de Viena para entrenarse como artista profesional, dijo Mullock.",
5bdae138adf6eaf1c16aacb22d0531e95059c07b.2,Remember my rule of thumb when it comes to determining what level of borrowing you can comfortably handle: {Do not take on a total loan amount that exceeds the likely first-year earnings in your field}.,What did Howard warn against ?,Do not take on a total loan amount that exceeds the likely first-year earnings in your field,Recuerde mi regla general cuando se trata de determinar qué nivel de préstamo que usted puede manejar cómodamente: {No tome en una cantidad total del préstamo que excede las ganancias probables del primer año en su campo}.,Mala traducción. No obtenga un monto total de préstamo que supere…
4587efea4480d932e92e459ffd6cad22df80a8b8.7,"(CNN) -- Going into the eighth season finale of ""American Idol,"" {Adam Lambert} looks like the favorite against competitor Kris Allen. But should Lambert even be on the show, since he has performed professionally in the national Broadway tour of ""Wicked""?",Who competes in the final season ?,Adam Lambert,"(CNN) -- Entrando en el final de la octava temporada de ""American Idol"", {Adam Lambert} parece el favorito contra el competidor Kris Allen. Pero, ¿debería estar Lambert en el show, ya que ha actuado profesionalmente en la gira nacional de Broadway de ""Wicked""?",
764d9ce99a1e3f79d95fbc4b68adbce14e7f8bcd.4,"{Sen. John McCain}, freshly back from a visit to Iraq over Thanksgiving and the most hawkish of the candidates, and Rep. Ron Paul, the most anti-war of the candidates, tangled on two occasions over the Iraq war. Did YouTubers get their questions answered? »",Who challenged Paul over the suggestion to bring more troops home from Iraq ?,Sen. John McCain,"{El senador John McCain}, recién de vuelta de una visita a Irak durante Acción de Gracias y el más halcón de los candidatos, y el representante Ron Paul, el más anti-guerra de los candidatos, se enredó en dos ocasiones durante la guerra de Irak.",
6570180535f4a5a28e6f5d43f46c8f635a509cda.4,"Washington's annual Red Mass, which celebrates the legal profession, will be held this year on {Sunday, October 4} -- the day before the Supreme Court begins its new term. Several justices traditionally attend, along with congressional leaders, diplomats, cabinet secretaries and other dignitaries.",When did it begin ?,"Sunday , October 4","La Misa Roja anual de Washington, que celebra la profesión jurídica, se celebrará este año el {domingo 4 de octubre}, el día antes de que la Corte Suprema comience su nuevo mandato. Varios jueces asisten tradicionalmente, junto con líderes del Congreso, diplomáticos, secretarios de gabinete y otros dignatarios.",
29dea367aadc966bfa9d3e59dbc24b1f35d386f6.6,"According to the National Weather Service in Fort Worth, ""{a microburst impacted the Valley Ranch area},"" where the Cowboys practice. A microburst is a ""small, intense downdraft which results in a localized area of strong thunderstorm winds,"" the weather service said.","According to the facility 's manufacturers , what did the weather report show ?",a microburst impacted the Valley Ranch area,"Según el Servicio Meteorológico Nacional de Fort Worth, ""{un microburst impactó el área del Rancho del Valle}"", donde los Cowboys practican.Un microburst es un ""pequeño e intenso downdraft que resulta en un área localizada de fuertes vientos de tormenta"", dijo el servicio meteorológico.",Mala traducción. Una microrráfaga afectó la zona de Valley Ranch. 
5bbaacd2c64c064d70e53f6ac96a7e6b16a284bc.4,"On Thursday, Larry King talked with Candy Spelling, a close friend of Fawcett. Her husband, the late {Aaron Spelling}, produced ""Charlie's Angels."" Spelling talks about her relationship with Fawcett and why she believes she did the documentary.",who produced `` Charlie 's Angels '' ?,Aaron Spelling,"El jueves, Larry King habló con Candy Spelling, un amigo cercano de Fawcett. Su esposo, el difunto {Aaron Spelling}, produjo ""Los Ángeles de Charlie"". Spelling habla sobre su relación con Fawcett y por qué cree que hizo el documental.",
697fc03b78a4fcb0cd53e045c51efc5df6629b49.2,"(CNN) -- {Authorities} regained control of a Kentucky prison early Saturday after inmates torched buildings, shattered windows and threw rocks at guards.",Who regained control of a Kentucky prison early Saturday ?,Authorities,"(CNN) -- {Las autoridades} recuperaron el control de una prisión de Kentucky a principios del sábado después de que los reclusos incendiaran edificios, rompieran ventanas y lanzasen piedras a los guardias.",
305a2b192ea251cd3f76db816c638e6e1c604c6b.9,Ship-breaking yards in {Bangladesh} are responsible for pollution and health problems.,What are sites of polluting and dangerous shipbreaking ?,Bangladesh,Los astilleros de desguace de buques en {Bangladesh} son responsables de la contaminación y los problemas de salud.,
7a57d637c82f827ce35818844dc605690fedd822.7,"Sargodha, Pakistan (CNN) -- The mother of one of the five young men arrested in Pakistan told CNN Thursday that her son {was in that country to get married, not to plot terror attacks} as Pakistani police have alleged.",Whatdoes a mother say about her son ?,"was in that country to get married , not to plot terror attacks","Sargodha, Pakistán (CNN) -- La madre de uno de los cinco jóvenes arrestados en Pakistán le dijo a CNN el jueves que su hijo {estaba en ese país para casarse, no para planear ataques terroristas} como la policía paquistaní ha alegado.",
6d3d983efe6714744a04db065c7b81da9cb1cda9.6,"(CNN) -- NBA players and owners did not reach a deal early Thursday on the bitter labor struggle that has postponed the basketball season, but the two sides agreed to meet again {later in the day} to continue with the negotiations.",When did both sides agree to meet ?,later in the day,"(CNN) -- Jugadores y dueños de la NBA no llegaron a un acuerdo el jueves temprano en la amarga lucha laboral que ha pospuesto la temporada de baloncesto, pero las dos partes acordaron reunirse de nuevo {más tarde en el día} para continuar con las negociaciones.",
a98f1a0258f641788e570264b79e5c816f80054f.7,"(CNN) -- Italian newspapers, an archbishop and civil liberties campaigners expressed shock and revulsion on Monday after photographs were published of sunbathers apparently {enjoying a day at the} beach just meters from where the bodies of two drowned Roma girls were laid out on the sand.",what were the beach goers doing,enjoying a day at the,"(CNN) - Los periódicos italianos, un arzobispo y activistas por las libertades civiles expresaron su conmoción y repugnancia el lunes después de que se publicaran fotografías de los baños de sol que aparentemente {disfrutaban de un día en la} playa a pocos metros de donde los cuerpos de dos niñas romaníes ahogadas fueron colocados en la arena.",
0318e237b6debb8e239f2fa9a93b6b4e0dcbc6d3.5,"Army spokesman Lt. Col. Clarence Counts said that {five service members were wounded} in the attack and a building suffered minor damage. He said the attack included rockets, small arms and grenades.",How many service members were hurt ?,five service members were wounded,"El portavoz del Ejército, Teniente Coronel Clarence Counts, dijo que {cinco militares resultaron heridos} en el ataque y que un edificio sufrió daños menores, entre ellos cohetes, armas pequeñas y granadas.",
69e313e0e6e7603f96a3783cb7d1ada68ace288f.7,"The artifact is in the custody of the {National Institute of Peru} and may be displayed in a museum, he said. E-mail to a friend",who has custody of the artifact,National Institute of Peru,"El artefacto está bajo la custodia del {Instituto Nacional del Perú} y puede ser expuesto en un museo, dijo. E-mail a un amigo",
4a8f1047c71958a93ca3ec7baad5f7306189f6fd.2,"We {should emphasize not Negro History, but the Negro in history}. What we need is not a history of selected races or nations, but the history of the world void of national bias, race hate, and religious prejudice.",What origins are we to understand ?,"should emphasize not Negro History , but the Negro in history","{No debemos enfatizar la historia de los negros, sino a los negros en la historia}. Lo que necesitamos no es una historia de razas o naciones seleccionadas, sino la historia del mundo vacía de prejuicios nacionales, odio racial y prejuicios religiosos.",No estaba la traducción del primer enunciado. 
a745e5a95be983cde00f3d472062c0627db3113c.2,"{The round-ups began May 28}, days after the two main political parties said they would not cooperate with the military-backed caretaker government on organizing the elections.",When did the round-ups begin ?,The round-ups began May 28,"{Las redadas comenzaron el 28 de mayo}, días después de que los dos principales partidos políticos dijeran que no cooperarían con el gobierno provisional respaldado por los militares en la organización de las elecciones.",
4bbfed0f8148c68019884d491849a49b6d6ba400.8,"More than 600 Energie Cottbus supporters {saw their team suffer} its sixth loss in seven games when it received a 4-0 drubbing Friday at the hands of another team, Schalke.",are 600 supporters enought to make a clan ?,saw their team suffer,"Más de 600 seguidores de Energie Cottbus {vieron a su equipo sufrir} su sexta derrota en siete partidos cuando recibió un 4-0 drobing el viernes a manos de otro equipo, Schalke.",
eae6872ae1cfdbe26f9d51f7f9eba5140fb0d57b.7,"(CNN) -- {A California judge} ruled Wednesday to allow cameras in a federal courtroom to document a challenge to Proposition 8, a measure banning same-sex marriage.",Who rules to allow cameras in a federal courtroom ?,A California judge,"(CNN) -- {Un juez de California} falló el miércoles para permitir que cámaras en un tribunal federal documentaran un desafío a la Proposición 8, una medida que prohíbe el matrimonio entre personas del mismo sexo.",
3ea133cada64cbf7e237d742a5cf3e47d84c220f.9,Kim was admitted to Seoul's Severance Hospital more than a month ago for {pneumonia}.,What was he hospitalized for ?,pneumonia,Kim fue internada en el Hospital Severance de Seúl hace más de un mes por {neumonía}.,
d91d2f3b435c9be31d8613ec2b4634d23a7fb6d9.3,"OPEC, which pumps {40 percent} of the world oil, is set to announce this week plans to cut its output when it meets in Oran, Algeria.",OPEC supplies what percentage of world oil ?,40 percent,"La OPEP, que bombea el {40 por ciento} del petróleo mundial, va a anunciar esta semana sus planes para reducir su producción cuando se reúna en Orán, Argelia.",
cb8ae84330bdb8d53924e81cd9e3b55c24296bab.4,"Scientists have ruled out any {contagious disease} because the animals died so quickly, said state Agriculture Department spokesman Mark Fagan.",what ruled out ?,contagious disease,"Los científicos han descartado cualquier {enfermedad contagiosa} porque los animales murieron tan rápidamente, dijo Mark Fagan, portavoz del Departamento de Agricultura del estado.",
e1cacfb3827c96ed975488a0f3627cabe5d182ba.8,"For thrills of a more sophisticated nature, the Mori Art Museum on the 53rd floor of the {Roppongi Hills Mori Tower} combines contemporary art with fantastic views, while Ueno Park is home to Tokyo National Museum and the National Museum of Western Art, both highly recommended.",What is a winning combination of modern art and stunning views ?,Roppongi Hills Mori Tower,"Para una naturaleza más sofisticada, el Museo de Arte Mori en la planta 53 de la {Torre Roppongi Hills Mori} combina el arte contemporáneo con fantásticas vistas, mientras que el Ueno Park alberga el Museo Nacional de Tokio y el Museo Nacional de Arte Occidental, ambos muy recomendables.",
3fc77fa30d2e99d0ea78d7d5520ffd307811dc85.7,"The agreement centers around the case of Phoebe Prince, whose body was found {last year} hanging in the stairway leading to her family's second-floor apartment.",When did Prince carry out her suicide ?,last year,"El acuerdo se centra en el caso de Phoebe Prince, cuyo cuerpo fue encontrado el {año pasado} colgado en la escalera que conduce al apartamento del segundo piso de su familia.",
28cc33b07003e8599ae3c03385ab010c02c11dcc.8,(CNN) -- A superb second half goal from substitute {Zlatan Ibrahimovic} gave Barcelona a 1-0 win over arch-rivals Real Madrid to go back to the top of the Spanish La Liga on Sunday.,Who scored the winning goal ?,Zlatan Ibrahimovic,(CNN) -- Una magnífica segunda mitad del substituto {Zlatan Ibrahimovic} le dio a Barcelona una victoria de 1-0 sobre los archirrivales del Real Madrid para volver a la cima de la Liga Española el domingo.,
7cd0fbe14a1981f5e89c4cef39f7b00e950d4393.5,"The friction comes after residents in Wenping township, governed by the city of Wugang, last month protested pollution from an area factory that left {more than 1,000 children with lead poisoning}. That was one of three separate lead poisoning incidents reported in August that affected large numbers of Chinese children. Watch more about the lead poisoning »",How many kids were left ill ?,"more than 1,000 children with lead poisoning","La fricción viene después de que los residentes en el municipio de Wenping, gobernado por la ciudad de Wugang, el mes pasado protestaron por la contaminación de una fábrica de área que dejó a {más de 1.000 niños con envenenamiento por plomo}. Ese fue uno de los tres incidentes de envenenamiento por plomo separados reportados en agosto que afectaron a un gran número de niños chinos.",
2d4314372de3193a8f5a1c8a7e501ae19a2c49c9.2,(CNN) -- The United Nations' refugee agency said Tuesday that more Africans have {fled poverty and conflict} on the continent during the first 10 months of this year than in all of 2007.,What did Africans flee ?,fled poverty and conflict,(CNN) -- La agencia de refugiados de las Naciones Unidas dijo el martes que más africanos {han huido de la pobreza y el conflicto} en el continente durante los primeros 10 meses de este año que en todo 2007.,
32cc4eec92096f0f85f06468be031fe2acd3bb9a.8,"HARARE, Zimbabwe (CNN) -- A power-sharing deal has been reached between Zimbabwean President {Robert Mugabe} and the opposition Movement for Democratic Change, South African President Thabo Mbeki said.",What Zimbabwe leaders agree terms for sharing power ?,Robert Mugabe,"HARARE, Zimbabwe (CNN) - Se ha alcanzado un acuerdo de reparto del poder entre el presidente de Zimbabwe, {Robert Mugabe}, y el opositor Movimiento por el Cambio Democrático, dijo el presidente sudafricano Thabo Mbeki.",
010178277d04a94875853b0db1e58cc7846f7f70.2,"""ER"" alum {Mekhi Phifer} is set to join the cast as an FBI agent for two episodes this season, starting Thursday.",Which ` ER '' alum is set to join the cast ?,Mekhi Phifer,"El ex alumno de ""ER"" {Mekhi Phifer} se unirá al elenco como agente del FBI durante dos episodios esta temporada, comenzando el jueves.",
e3f131a91da04fdcb04197aac6f101ad9beb11b3.7,Police Cpl. {Randy Powell} is 50 years old and became a grandfather just last week. Watch Tucker and Powell tell their stories »,What 50 year old colleague on force is being called to come back into service ?,Randy Powell,Policía Cpl. {Randy Powell} tiene 50 años y se convirtió en abuelo la semana pasada. Mira Tucker y Powell cuentan sus historias »,
35694797aa3b9dbab5a32e9ba5833e83038db062.2,(CNN) -- A motel owner in New Zealand -- fed up with one too many incidents of rowdy behavior -- has banned {an entire town} from checking in as guests.,Who has been banned ?,an entire town,(CNN) -- Un dueño de un motel en Nueva Zelanda -- harto de un exceso de incidentes de comportamiento ruidoso -- ha prohibido a {toda una ciudad} registrarse como invitados.,
b57baf1d9e36fd33ae38ced1cd2285fd1d9d9b81.7,"""When you count our extended family -- the dozens of cousins and aunts and uncles -- {there's several hundred of us in} Haiti, and we don't know where most of them are,"" she said from her home in Binghamton, New York.",What she said about her extended family in Haiti ?,there 's several hundred of us in,"""Cuando se cuenta a nuestra familia extensa, las docenas de primos, tías y tíos, {hay varios cientos de nosotros en} Haití, y no sabemos dónde están la mayoría de ellos"", dijo desde su casa en Binghamton, Nueva York.",
5ce90aae139369769c503ec31fb87479f6d334a5.2,(CNN) -- Lance Armstrong and {2007} champion Alberto Contador will head a strong Astana team for next month's Tour de France.,When did Alberto Contador win the race ?,2007,(CNN) -- Lance Armstrong y el campeón de {2007} Alberto Contador liderarán un fuerte equipo de Astana para el Tour de Francia del próximo mes.,
5015b2ba8ea9567da4dd1a83e634dc3bf0abfcd2.6,"Historically, Hong Kong has been center stage for {recent infections} that threatened to spiral across the world, such as SARS and Avian Influenza, which first struck and killed people here in 1997.",What threatened to spiral across the world ?,recent infections,"Históricamente, Hong Kong ha sido el escenario central de las {recientes infecciones} que amenazaron con espiral en todo el mundo, como el SARS y la gripe aviar, que por primera vez golpeó y mató a personas aquí en 1997.",
c136c209869b227e534aca60b6df7e0b26bce7fe.1,"PRAGUE, {Czech Republic} (CNN) -- A passenger train rumbling through the {Czech Republic} slammed into a collapsed overpass, causing the deaths of at least a half dozen passengers and the injuries of a few dozen more, according to a Czech News Agency account.",Where did the train crash ?,Czech Republic,"PRAGUE, {República Checa} (CNN) - Un tren de pasajeros que retumbaba a través de la {República Checa} se estrelló contra un paso superior colapsado, causando la muerte de al menos media docena de pasajeros y las heridas de una docena más, según un informe de la Agencia de Noticias Checa.",
fa93e9ae33c11640a21027b636731f9262b05e84.3,(CNN) -- The death of boxing champion {Mike Tyson's} 4-year-old daughter after a treadmill accident highlights the issue of hidden dangers in the home.,Whose 4year old was accidentally strangled,Mike Tyson 's,"(CNN) -- La muerte del campeón de boxeo {Mike Tyson}, hija de 4 años de edad, después de un accidente con una cinta de correr, pone de relieve el problema de los peligros ocultos en el hogar.",
8d437dd2fcd1e0ba7912912f7adce1095418d11c.3,"Americans for Safe Access accused the {U.S. Justice Department} of deploying aggressive SWAT-style raids, prosecuting medical marijuana patients and providers, and threatening local officials for implement state medical pot laws.",what is violating the Tenth Amendment ?,U.S. Justice Department,"Americans for Safe Access acusó al {Departamento de Justicia de los Estados Unidos} de implementar redadas agresivas al estilo SWAT, procesar a pacientes y proveedores de marihuana medicinal, y amenazar a los funcionarios locales por implementar leyes estatales sobre marihuana médica.",Faltaba «de los Estados Unidos».
dfaf329bcdb43027c5ce21dfdfb7bba2f607d2b4.6,"His organization proposes to {parade empty coffins through the streets of the English town of Wootton Bassett}, where the bodies of British war dead are traditionally brought when they return to the country.",What does he propose to do ?,parade empty coffins through the streets of the English town of Wootton Bassett,"Su organización propone {desfilar ataúdes vacíos por las calles de la ciudad inglesa de Wootton Bassett}, donde los cuerpos de los muertos de guerra británicos son traídos tradicionalmente cuando regresan al país.",
be2014662816631eb96149061c2e5fd64adcc57f.9,"WASHINGTON (CNN) -- Nearly 40 years after members of a U.S. cavalry unit put their lives in peril to {save 100 fellow soldiers trapped under blistering enemy fire in Vietnam}, they received the Presidential Unit Citation on Tuesday.",What was the heroism against ?,save 100 fellow soldiers trapped under blistering enemy fire in Vietnam,"WASHINGTON (CNN) - Casi 40 años después de que miembros de una unidad de caballería de Estados Unidos pusieran sus vidas en peligro para {salvar a 100 compañeros soldados atrapados bajo fuego enemigo en Vietnam}, recibieron la Citación de la Unidad Presidencial el martes.",
2336a46e888da0d2300d7cd90da937124c2f9bd8.4,"(ESSENCE.com) -- While the country celebrates the first black president, African-Americans are facing critical challenges from {high unemployment}, home foreclosures and a record number of black men in prison.",What is one of the critical challenges that African American face ?,high unemployment,"(ESSENCE.com) -- Mientras el país celebra el primer presidente negro, los afroamericanos se enfrentan a desafíos críticos de {alto desempleo}, ejecuciones hipotecarias y un número récord de hombres negros en prisión.",
ae3605208e6efe0b1ee15a6f55ef27f907307418.3,"{Dharavi}, where parts of ""Slumdog Millionaire"" were filmed, is one of the largest slums in the world.",what its one of the biggest slums ?,Dharavi,"{Dharavi}, donde se filmaron partes de ""Slumdog Millionaire"", es uno de los barrios marginales más grandes del mundo.",
162e5ebb7ddf7363fcc20157ace3a333d880b454.5,"Shahzad was arrested around {11:45 p.m. ET Monday} at New York's John F. Kennedy International Airport just before he was to fly to Islamabad, Pakistan, by way of Dubai.",when did this happen,11:45 p.m. ET Monday,"Shahzad fue arrestado alrededor de las {11:45 p.m. ET el lunes} en el Aeropuerto Internacional John F. Kennedy de Nueva York justo antes de que volara a Islamabad, Pakistán, a través de Dubai.",
727be29bd782e229c5f8bea2accb37a9e0bebd12.7,"(CNN) -- Rapper T.I., who was sentenced to a {366-day} prison sentence in March, reported Tuesday to a federal prison complex in Forrest City, Arkansas, according to CNN affiliate WSB-TV.",How long is the prison term of T.I.,366-day,"(CNN) -- Rapper T.I., quien fue sentenciado a {366 días} de prisión en marzo, informó el martes a un complejo penitenciario federal en Forrest City, Arkansas, según WSB-TV, afiliado a CNN.",
58d6e08c32c0c510aff4ee45bba9231b0a8f8b97.4,"Jones' documentary is a saga of four generations of the region's most powerful family shaping Los Angeles as they pursued their own civil agendas -- and accumulated wealth. ""{Inventing L.A.: The Chandlers and Their Times}"" premieres Monday on PBS.",What premiers on PBS on Monday ?,Inventing L.A. : The Chandlers and Their Times,"El documental de Jones es una saga de cuatro generaciones de la familia más poderosa de la región que conforma Los Ángeles mientras perseguían sus propias agendas civiles -- y la riqueza acumulada. ""{Inventando Los Ángeles: Los Chandlers y su tiempo}"" se estrena el lunes en PBS.",
9f48f21f5b0ce4eb621c6837106743a4d9b8f402.4,"AMSTETTEN, Austria (CNN) -- Josef Fritzl, who Austrian police say has confessed to imprisoning his daughter for 24 years and fathering seven of her children, twice holidayed in Thailand while she remained {trapped in a cellar below his house}, according to German media reports.",Where was the daughter when the father was in Thailand ?,trapped in a cellar below his house,"AMSTETTEN, Austria (CNN) - Josef Fritzl, quien según la policía austriaca ha confesado haber encarcelado a su hija durante 24 años y engendrado a siete de sus hijos, dos veces de vacaciones en Tailandia mientras permanecía {atrapada en un sótano debajo de su casa}, según informes de los medios de comunicación alemanes.",
