ID pregunta,Historia ingl�s,Pregunta ingl�s,Respuesta ingl�s,Historia espa�ol,
c136c209869b227e534aca60b6df7e0b26bce7fe.1,"PRAGUE, {Czech Republic} (CNN) -- A passenger train rumbling through the {Czech Republic} slammed into a collapsed overpass, causing the deaths of at least a half dozen passengers and the injuries of a few dozen more, according to a Czech News Agency account.",Where did the train crash ?,Czech Republic,"PRAGUE, {Rep�blica Checa} (CNN) - Un tren de pasajeros que retumbaba a trav�s de la {Rep�blica Checa} se estrell� contra un paso superior colapsado, causando la muerte de al menos media docena de pasajeros y las heridas de una docena m�s, seg�n un informe de la Agencia de Noticias Checa.",
fa93e9ae33c11640a21027b636731f9262b05e84.3,(CNN) -- The death of boxing champion {Mike Tyson's} 4-year-old daughter after a treadmill accident highlights the issue of hidden dangers in the home.,Whose 4year old was accidentally strangled,Mike Tyson 's,"(CNN) -- La muerte del campe�n de boxeo {Mike Tyson}, hija de 4 a�os de edad, despu�s de un accidente con una cinta de correr, pone de relieve el problema de los peligros ocultos en el hogar.",
8d437dd2fcd1e0ba7912912f7adce1095418d11c.3,"Americans for Safe Access accused the {U.S. Justice Department} of deploying aggressive SWAT-style raids, prosecuting medical marijuana patients and providers, and threatening local officials for implement state medical pot laws.",what is violating the Tenth Amendment ?,U.S. Justice Department,"Americans for Safe Access acus� al {Departamento de Justicia de los Estados Unidos} de implementar redadas agresivas al estilo SWAT, procesar a pacientes y proveedores de marihuana medicinal, y amenazar a los funcionarios locales por implementar leyes estatales sobre marihuana m�dica.",Faltaba �de los Estados Unidos�.
dfaf329bcdb43027c5ce21dfdfb7bba2f607d2b4.6,"His organization proposes to {parade empty coffins through the streets of the English town of Wootton Bassett}, where the bodies of British war dead are traditionally brought when they return to the country.",What does he propose to do ?,parade empty coffins through the streets of the English town of Wootton Bassett,"Su organizaci�n propone {desfilar ata�des vac�os por las calles de la ciudad inglesa de Wootton Bassett}, donde los cuerpos de los muertos de guerra brit�nicos son tra�dos tradicionalmente cuando regresan al pa�s.",
be2014662816631eb96149061c2e5fd64adcc57f.9,"WASHINGTON (CNN) -- Nearly 40 years after members of a U.S. cavalry unit put their lives in peril to {save 100 fellow soldiers trapped under blistering enemy fire in Vietnam}, they received the Presidential Unit Citation on Tuesday.",What was the heroism against ?,save 100 fellow soldiers trapped under blistering enemy fire in Vietnam,"WASHINGTON (CNN) - Casi 40 a�os despu�s de que miembros de una unidad de caballer�a de Estados Unidos pusieran sus vidas en peligro para {salvar a 100 compa�eros soldados atrapados bajo fuego enemigo en Vietnam}, recibieron la Citaci�n de la Unidad Presidencial el martes.",
2336a46e888da0d2300d7cd90da937124c2f9bd8.4,"(ESSENCE.com) -- While the country celebrates the first black president, African-Americans are facing critical challenges from {high unemployment}, home foreclosures and a record number of black men in prison.",What is one of the critical challenges that African American face ?,high unemployment,"(ESSENCE.com) -- Mientras el pa�s celebra el primer presidente negro, los afroamericanos se enfrentan a desaf�os cr�ticos de {alto desempleo}, ejecuciones hipotecarias y un n�mero r�cord de hombres negros en prisi�n.",
ae3605208e6efe0b1ee15a6f55ef27f907307418.3,"{Dharavi}, where parts of ""Slumdog Millionaire"" were filmed, is one of the largest slums in the world.",what its one of the biggest slums ?,Dharavi,"{Dharavi}, donde se filmaron partes de ""Slumdog Millionaire"", es uno de los barrios marginales m�s grandes del mundo.",
162e5ebb7ddf7363fcc20157ace3a333d880b454.5,"Shahzad was arrested around {11:45 p.m. ET Monday} at New York's John F. Kennedy International Airport just before he was to fly to Islamabad, Pakistan, by way of Dubai.",when did this happen,11:45 p.m. ET Monday,"Shahzad fue arrestado alrededor de las {11:45 p.m. ET el lunes} en el Aeropuerto Internacional John F. Kennedy de Nueva York justo antes de que volara a Islamabad, Pakist�n, a trav�s de Dubai.",
727be29bd782e229c5f8bea2accb37a9e0bebd12.7,"(CNN) -- Rapper T.I., who was sentenced to a {366-day} prison sentence in March, reported Tuesday to a federal prison complex in Forrest City, Arkansas, according to CNN affiliate WSB-TV.",How long is the prison term of T.I.,366-day,"(CNN) -- Rapper T.I., quien fue sentenciado a {366 d�as} de prisi�n en marzo, inform� el martes a un complejo penitenciario federal en Forrest City, Arkansas, seg�n WSB-TV, afiliado a CNN.",
58d6e08c32c0c510aff4ee45bba9231b0a8f8b97.4,"Jones' documentary is a saga of four generations of the region's most powerful family shaping Los Angeles as they pursued their own civil agendas -- and accumulated wealth. ""{Inventing L.A.: The Chandlers and Their Times}"" premieres Monday on PBS.",What premiers on PBS on Monday ?,Inventing L.A. : The Chandlers and Their Times,"El documental de Jones es una saga de cuatro generaciones de la familia m�s poderosa de la regi�n que conforma Los �ngeles mientras persegu�an sus propias agendas civiles -- y la riqueza acumulada. ""{Inventando Los �ngeles: Los Chandlers y su tiempo}"" se estrena el lunes en PBS.",
9f48f21f5b0ce4eb621c6837106743a4d9b8f402.4,"AMSTETTEN, Austria (CNN) -- Josef Fritzl, who Austrian police say has confessed to imprisoning his daughter for 24 years and fathering seven of her children, twice holidayed in Thailand while she remained {trapped in a cellar below his house}, according to German media reports.",Where was the daughter when the father was in Thailand ?,trapped in a cellar below his house,"AMSTETTEN, Austria (CNN) - Josef Fritzl, quien seg�n la polic�a austriaca ha confesado haber encarcelado a su hija durante 24 a�os y engendrado a siete de sus hijos, dos veces de vacaciones en Tailandia mientras permanec�a {atrapada en un s�tano debajo de su casa}, seg�n informes de los medios de comunicaci�n alemanes.",
015c560294bfc03f1b262e3a031d66817087fb8f.1,"Washington (CNN) -- The Federal Aviation Administration Wednesday proposed a ${2.9 million} fine against American Eagle Airlines for allegedly conducting more than 1,100 flights using planes with landing-gear doors that had not been repaired as prescribed by the FAA.",How much is the fine FAA proposed ?,2.9 million,"Washington (CNN) - La Administraci�n Federal de Aviaci�n propuso el mi�rcoles una multa de {2,9 millones} de d�lares contra American Eagle Airlines por supuestamente realizar m�s de 1.100 vuelos utilizando aviones con puertas de atraque que no hab�an sido reparados seg�n lo prescrito por la FAA.",
5981f88ec96d42e3a461d6bf2e0f5151bd1c5e73.7,"After meeting with the families, {Calderon and local political and civic leaders} presented a variety of ideas, critiques and proposals on how to stabilize a city that saw more than 2,500 killings last year and more than 230 so far this year.",who presents plan to stabilize the city in the wake of killings,Calderon and local political and civic leaders,"Despu�s de reunirse con las familias, {Calder�n y los l�deres pol�ticos y c�vicos locales} presentaron una variedad de ideas, cr�ticas y propuestas sobre c�mo estabilizar una ciudad que sufri� m�s de 2.500 asesinatos el a�o pasado y m�s de 230 en lo que va del a�o.",
8344960457778ea0a4fdbba33e7eebb69aa979bf.2,"The safety board, completing a 14-month investigation, faulted operator Ter'rese Edmonds for {ignoring a red signal along the tracks} but directed harsh criticism at the Massachusetts Bay Transportation Authority which operates the train system.",What was the transportation board criticized for ?,ignoring a red signal along the tracks,"La junta de seguridad, completando una investigaci�n de 14 meses, culp� al operador Ter'rese Edmonds por {ignorar una se�al roja a lo largo de las v�as} pero dirigi� duras cr�ticas a la Autoridad de Transporte de Massachusetts Bay que opera el sistema de trenes.",
a1abb9ce1c76a6c390233d8ec934cfb34bc35215.8,"BELGRADE, Serbia (CNN) -- The U.S. Embassy in Belgrade is evacuating {all nonessential personnel} following Thursday's attack on the building by a crowd of protesters, a spokesman for the embassy told CNN Friday.",what is the embassy evacuating ?,all nonessential personnel,"BELGRADE, Serbia (CNN) -- La Embajada de EE.UU. en Belgrado est� evacuando a {todo el personal no esencial} despu�s del ataque del jueves contra el edificio por una multitud de manifestantes, dijo un portavoz de la embajada a CNN el viernes.",
506a3a349a436636a8ac7c3eddb29b1b3e776d34.9,"(CNN) -- Hoboken, New Jersey, {Mayor Peter Cammarano III} -- one of dozens of politicians and rabbis arrested last week in a corruption scandal -- has resigned, the city attorney said Friday.",Who stepped down ?,Mayor Peter Cammarano III,"(CNN) -- Hoboken, Nueva Jersey, el {alcalde Peter Cammarano III} -- uno de los docenas de pol�ticos y rabinos arrestados la semana pasada en un esc�ndalo de corrupci�n -- ha renunciado, dijo el fiscal de la ciudad el viernes.",
ee893a5e348206eaca5f610550415024e333623b.3,"Earlier this year, a U.S. State Department representative called it ""an absolute moral obligation"" to rid a battlefield of unexploded ordnance after battle, but the insists {cluster munitions are an important part of its defense strategy that can be regulated post-conflict}.",What does the US insist ?,cluster munitions are an important part of its defense strategy that can be regulated post-conflict,"A principios de este a�o, un representante del Departamento de Estado de Estados Unidos dijo que era ""una obligaci�n moral absoluta"" librar a un campo de batalla de artefactos explosivos sin detonar despu�s de la batalla, pero insiste en que {las municiones en racimo son una parte importante de su estrategia de defensa que puede regularse despu�s del conflicto}.",
8c838abc5efa4f7cf0dfdf6b6a550031f56def81.7,"SEATTLE, Washington (CNN) -- An {accident involving de-icing solution} being sprayed on an Alaska Airlines plane in snow-covered Seattle sent seven people to a hospital Wednesday, airport and hospital officials said.",What delays Christmas Eve flights ?,accident involving de-icing solution,"SEATTLE, Washington (CNN) - Un {accidente en el que se roci� una soluci�n de deshielo} en un avi�n de Alaska Airlines en Seattle cubierto de nieve envi� a siete personas a un hospital el mi�rcoles, dijeron funcionarios del aeropuerto y del hospital.",Queda en el medio �que se roci�
a70c25aa0866d9bfbe14252e68dbdcb0227de9ed.3,"WASHINGTON (CNN) -- A birthday ""cake"" made of {ice, beets, apples and pears}? It might not sound appetizing, but it was a special treat Thursday for Tai Shan, the Smithsonian National Zoo's giant panda.",What is the cake made of,"ice , beets , apples and pears","WASHINGTON (CNN) -- �Un ""cake"" de cumplea�os hecho de {hielo, remolacha, manzanas y peras}? Puede que no suene apetitoso, pero fue un regalo especial el jueves para Tai Shan, el panda gigante del Zool�gico Nacional Smithsoniano.",
d996f8e1236aaecc0c8527662500fd0200cf3afe.3,"Fattal and Bauer have been held {as spies} for more than two years, after they apparently crossed an unmarked border between Iran and Iraq in July 2009.",Josh and Shane were held for being what ?,as spies,"Fattal y Bauer han sido retenidos {como esp�as} durante m�s de dos a�os, despu�s de que aparentemente cruzaran una frontera sin marcar entre Ir�n e Irak en julio de 2009.",
008fe7b1213d06fbfe9fd7ebb04cf7dc2d824195.3,"As with the memory cards, one of the authorities' first goals will be to determine if these came from the plane being piloted by 74-year-old Jimmy Leeward. Countering earlier reports, Rosekind said on Sunday that Leeward did not send a ""{Mayday call},"" indicating he was in distress.",What did the pilot not send ?,Mayday call,"Al igual que con las tarjetas de memoria, uno de los primeros objetivos de las autoridades ser� determinar si estos provinieron del avi�n pilotado por Jimmy Leeward, de 74 a�os. Contrarrestando informes anteriores, Rosekind dijo el domingo que Leeward no envi� una ""{llamada de Mayday}"", indicando que estaba en apuros.",
a5b7dbdb44d4d005c7214647f55d7898019bf9f9.6,"Fans spilled out of the exits at Canada Hockey Place after the medal ceremony, ""{clanging cowbells and screaming like madmen},"" according to Sports Illustrated's Luke Winn.",Are canadians clanging cowbells and screaming ?,clanging cowbells and screaming like madmen,"Los fans salieron de las salidas en Canada Hockey Place despu�s de la ceremonia de medalla, ""{llamando cencerros y gritando como locos}"", seg�n Luke Winn, de Sports Illustrated.",
05cb8aa8982022c5c8beee927163c614bf86f95b.8,"Almuhajir has turned up in the desolate scrubland, they say, to offer al Qaeda's help with famine relief. Photographs show him at what appears to be an aid camp that Al-Shabaab claims it has set up for victims of the famine. The recording says he is {delivering aid that al Qaeda had purportedly collected}, including food, clothing and $12,000 converted into Somali currency.",what was the recording about,delivering aid that al Qaeda had purportedly collected,"Almuhajir ha aparecido en el matorral desolado, dicen, para ofrecer la ayuda de Al Qaeda con el alivio de la hambruna.Las fotograf�as le muestran lo que parece ser un campo de ayuda que Al-Shabaab afirma haber establecido para las v�ctimas de la hambruna.La grabaci�n dice que est� {entregando ayuda que Al Qaeda supuestamente hab�a recolectado}, incluyendo alimentos, ropa y $12,000 convertidos en moneda somal�.",
16604ed2399eeccbf47652a43ed2ea37aad28d04.8,An FDA panel has called for more studies on {how cold medicines affect children}.,what is more study sought for ?,how cold medicines affect children,Un panel de la FDA ha pedido m�s estudios sobre {c�mo los medicamentos para el resfriado afectan a los ni�os}.,
7b93c08dea282cbb8fec007c41ea5bca32821329.5,NEW YORK (CNN) -- Iranian President {Mahmoud Ahmadinejad} said Thursday that he won't push to visit the site of the destroyed World Trade Center during his visit to the United Nations next week.,Who is the Iranian President ?,Mahmoud Ahmadinejad,NUEVA YORK (CNN) -- El presidente iran� {Mahmoud Ahmadinejad} dijo el jueves que no presionar� para visitar el sitio del destruido World Trade Center durante su visita a las Naciones Unidas la pr�xima semana.,
c09342103be91dd0c3d05296b5895e8e30bed088.1,"One of the men {pardoned} is Charles Winters, who died almost 25 years ago. His son had worked on winning a presidential pardon for his dad, who had helped smuggle weapons to Jews fighting in what was then Palestine in the late 1940s.",What happened to one man 's life sentence ?,pardoned,"Uno de los hombres {perdonados} es Charles Winters, que muri� hace casi 25 a�os. Su hijo hab�a trabajado en la obtenci�n de un indulto presidencial para su padre, que hab�a ayudado a contrabando de armas a los jud�os que luchaban en lo que era entonces Palestina a finales de 1940.",
9a0d14155b86e213894dc6af412b5ae6a3423e72.7,"All the men were killed by gunfire. The attackers then blew up the {checkpost} with explosives, the police official said.",What did the attackers blow up ?,checkpost,"Todos los hombres murieron a tiros y los atacantes hicieron explotar el {puesto de control} con explosivos, dijo el funcionario de polic�a.",
fc414216497fbc37258276f1ff9e64cceedf4225.6,"(CNN) -- {Jennifer Schuett} didn't know it, but the DNA of the man suspected of attacking her in 1990 was sitting in an FBI database for at least 13 years, just waiting for a connection to be made.",Who was raped ?,Jennifer Schuett,"(CNN) -- {Jennifer Schuett} no lo sab�a, pero el ADN del hombre sospechoso de atacarla en 1990 estaba sentado en una base de datos del FBI durante al menos 13 a�os, esperando que se hiciera una conexi�n.",
af7116521155625b7b27a02b1b68d622fd3f6690.9,"On Friday, Chinese netizens {had set up a Web site memorial to} Jackson, and on Fanfou.com, China's version of Twitter, the pop star has become the most popular tag.",What did Chinese netizens do for a memorial for Jackson ?,had set up a Web site memorial to,"El viernes, los cibernautas chinos {hab�an creado un sitio web conmemorativo para} Jackson, y en Fanfou.com, la versi�n china de Twitter, la estrella del pop se ha convertido en la etiqueta m�s popular.",
2d6f5c53854701cd0e4db68352cf7b1acf676c72.8,"But {long-term improvement of water and sanitation} is critical, the agency said, and so is building new schools that are better able to withstand earthquakes.",What is critical ?,long-term improvement of water and sanitation,"Pero {la mejora a largo plazo del agua y el saneamiento} es fundamental, dijo la agencia, y tambi�n lo es la construcci�n de nuevas escuelas que sean m�s capaces de resistir los terremotos.",
fa447ba74dd72dcc0776ce5fae836df2f002d028.1,"The security breach happened about {5:20 p.m.} at Terminal C when a man walked through an exit on the public side to the secure ""sterile"" side for passengers who had cleared screening, according to the TSA.",what time did this event happen ?,5:20 p.m.,"La brecha de seguridad ocurri� alrededor de las {5:20 p.m.} en la Terminal C cuando un hombre camin� a trav�s de una salida en el lado p�blico al lado ""est�ril"" seguro para los pasajeros que hab�an despejado la detecci�n, de acuerdo con la TSA.",
82392a45e79b43b78f8ab091a631e6a9ba20aba3.4,"If home is where the heart is, a new survey suggests that most people aren't sure exactly where they live. {More than half of people cannot pinpoint the exact} location of the human heart on a diagram, and nearly 70 percent can't correctly identify the shape of the lungs, according to the survey.",Who could n't identify heart 's location ?,More than half of people can not pinpoint the exact,"Si el hogar es donde est� el coraz�n, una nueva encuesta sugiere que la mayor�a de las personas no est�n seguras exactamente d�nde viven. {M�s de la mitad de las personas no pueden determinar la ubicaci�n exacta} del coraz�n humano en un diagrama, y casi el 70 por ciento no puede identificar correctamente la forma de los pulmones, de acuerdo con la encuesta.",Queda en el medio �ubicaci�n�
50f2041a2bed7f316d3254192c4158095eeec2e9.3,"""When the {lanterns} first arrived, the villagers asked, 'What is this?' "" says Hanuman Ram, the local solar engineer. ""I explained to them how it worked. Then slowly, as people saw it, they said, 'Wow, what a thing this is!' """,What are solar lights ?,lanterns,"""Cuando llegaron las {linternas}, los aldeanos preguntaron: '�Qu� es esto?'"", dice Hanuman Ram, el ingeniero solar local. ""Les expliqu� c�mo funcionaba. Luego lentamente, mientras la gente lo ve�a, dijeron: '�Vaya, qu� cosa es esto!'"".",
64e23d8dda75eb36cc6273479254c42be5e252a4.3,"Sturr and his orchestra, superstars in the {polka world}, are one of a multitude of musical acts nominated this year in some of the lesser-known Grammy categories. When there are 110 categories, ""lesser-known"" might be putting it lightly.",What is the lesser known Grammy category ?,polka world,"Sturr y su orquesta, superestrellas en el {mundo de la polka}, son una de las multitudes de actos musicales nominados este a�o en algunas de las categor�as Grammy menos conocidas. Cuando hay 110 categor�as, ""menos conocidas"" podr�a estar tom�ndolo a la ligera.",
1e9f089602e8ab42ae65e273d866b53bdf9501bc.3,{Sen. Hillary Clinton's} eyes welled with tears as she spoke in New Hampshire Monday.,Who begins talking ?,Sen. Hillary Clinton 's,Los ojos de {la Senadora Hillary Clinton} se llenaron de l�grimas mientras hablaba en New Hampshire el lunes.,
7e2fb84d5e4c0b34c9412dcad1a6b1837071728b.8,"{Ruben Jurado}, 19, faces a charge of attempted murder in the shooting of Army Spc. Christopher Sullivan on Friday night at a homecoming party in Sullivan's native San Bernardino, California. He also faces charges on ""allegations involving premeditation and the use and discharge of a firearm causing great bodily injury,"" the San Bernardino County District Attorney's Office said in a statement on Tuesday.",who is accused of shooting Army Spc ?,Ruben Jurado,"{Ruben Jurado}, de 19 a�os, se enfrenta a un cargo por intento de asesinato en el tiroteo del soldado Christopher Sullivan el viernes por la noche en una fiesta de regreso a casa en San Bernardino, California. Tambi�n se enfrenta a cargos por ""allegaciones que implican premeditaci�n y el uso y descarga de un arma de fuego causando grandes lesiones corporales"", dijo la Oficina del Fiscal del Condado de San Bernardino en un comunicado el martes.",
d80c19f5e27b84db9445500b4fe801826dadbdb7.6,Applications for tuition-free courses have flooded in at {Montgomery County Community College}.,Who has cut tuition ?,Montgomery County Community College,Las solicitudes de cursos gratuitos se han inundado en el {Montgomery County Community College}.,
0af1bad942a8cab168699c03d2675a8d7523ab6d.7,"(CNN) -- Pakistani President Asif Ali Zardari on Tuesday insisted that his country's nuclear arsenal is ""definitely safe,"" despite growing concerns about recent gains by the {Taliban} along the country's border with Afghanistan.",Which militant groups threaten the security of Pakistan 's nuclear arsenal ?,Taliban,"(CNN) -- El presidente paquistan� Asif Ali Zardari insisti� el martes en que el arsenal nuclear de su pa�s es ""definitivamente seguro"", a pesar de la creciente preocupaci�n por los recientes logros de los {talibanes} a lo largo de la frontera del pa�s con Afganist�n.",
96c58353665e1a7ad15f56725c65efbc5cde1058.4,"Apy said she found out Monday afternoon about the court's decision, which calls for {8-year-old} Sean Goldman to be turned over to the U.S. Consulate in Rio de Janeiro on Wednesday. Apy said David Goldman was traveling to Brazil and was expected to arrive in Rio de Janeiro early Tuesday morning.",What is Sean Goldman 's age ?,8-year-old,"Apy dijo que se enter� el lunes por la tarde sobre la decisi�n de la corte, que pide que Sean Goldman, de {8 a�os}, sea entregado al Consulado de Estados Unidos en R�o de Janeiro el mi�rcoles. Apy dijo que David Goldman viajaba a Brasil y se esperaba que llegara a R�o de Janeiro temprano el martes por la ma�ana.",
9844b800307026dc2914c0e1b60f8f3c13661f82.8,"(CNN) -- Two former Blackwater employees have made statements against Blackwater Worldwide and its founder {Erik Prince}, accusing the security company and its former CEO of murder and other serious crimes in Iraq, according to court documents filed this week.",who is the founder,Erik Prince,"(CNN) -- Dos ex empleados de Blackwater han hecho declaraciones contra Blackwater Worldwide y su fundador {Erik Prince}, acusando a la compa��a de seguridad y a su ex CEO de asesinato y otros delitos graves en Irak, seg�n documentos judiciales presentados esta semana.",
c002e056059267a4b756c08606d2e06a2d554f6a.5,"LONDON, England (CNN) -- {Sky News}, the British-based 24-hour news broadcaster, will not show a controversial appeal for aid for the people of Gaza, it announced Monday.",Who refused to broadcast the ad ?,Sky News,"LONDRES, Inglaterra (CNN) - {Sky News}, la cadena de noticias brit�nica de 24 horas, no mostrar� un pol�mico llamamiento de ayuda para el pueblo de Gaza, anunci� el lunes.",
774c120c524c816a3f298b0e07c29527b1ffe39b.3,"{Clara Chaya Hammer}, a Jerusalem great, great-grandmother who endeared herself to thousands by making sure the city's needy received a proper meal on the Jewish Sabbath, died in March just shy of her 100th birthday.",Who provided meals to thousands in need ?,Clara Chaya Hammer,"{Clara Chaya Hammer}, una gran bisabuela de Jerusal�n que se encari�� a miles de personas asegur�ndose de que los necesitados de la ciudad recibieran una comida adecuada en el Sabbat jud�o, muri� en marzo a menos de cumplir 100 a�os.",
1b303bd4927ee69fd73b566c1764e22bd076a75b.2,{Madison County District Attorney Michael Guest} asked the panel of nine women and three men to sentence Hughes to death based on the gruesome nature of Banks' murder.,Who said gruesome nature of crime warranted death sentence ?,Madison County District Attorney Michael Guest,"{El fiscal del condado de Madison, Michael Guest}, pidi� al panel de nueve mujeres y tres hombres que sentenciaran a Hughes a muerte bas�ndose en la horrible naturaleza del asesinato de Banks.",
3a4db9e5228b2701ad6641d4343a3f2add6b66fa.8,"ASHEVILLE, North Carolina (CNN) -- In 1988, a relatively unknown rock and blues guitarist named Warren {Haynes} got some of his friends together to play music in Asheville, North Carolina. It was just an opportunity for local musicians to jam during the holidays, the one time of year they were all in town together.",Who helped start Christmas Jam 20 years ago ?,Haynes,"ASHEVILLE, Carolina del Norte (CNN) -- En 1988, un guitarrista de rock y blues relativamente desconocido llamado Warren {Haynes} reuni� a algunos de sus amigos para tocar m�sica en Asheville, Carolina del Norte. Era s�lo una oportunidad para que los m�sicos locales se jam durante las fiestas, la �nica �poca del a�o que estaban todos juntos en la ciudad.",
c9d71715603fa3724005b8e82385e41b3f063710.7,"WASHINGTON (CNN) -- Congress enacted a $300 billion {farm} bill Thursday over President Bush's objections, but questions remain about whether a clerical error will keep the bill from going into effect.",What bill did Congress enact ?,farm,"WASHINGTON (CNN) -- El Congreso promulg� un proyecto de ley {agr�cola} de $300 mil millones el jueves sobre las objeciones del presidente Bush, pero quedan preguntas sobre si un error administrativo evitar� que el proyecto de ley entre en vigor.",Faltaba �agr�cola�
d7f26a3dad22ce50560017c1b4ee47844a89d4c9.2,"The arrests were made the week before Easter and came quickly after Britain's chief terrorism officer, who has since resigned, exposed a list of people who were {suspected of planning an al Qaeda-linked attack}.",what did they do ?,suspected of planning an al Qaeda-linked attack,"Los arrestos se hicieron la semana antes de Pascua y llegaron r�pidamente despu�s de que el oficial jefe de terrorismo de Gran Breta�a, que desde entonces ha renunciado, desenmascarara una lista de personas {sospechosas de planear un ataque vinculado a Al Qaeda}.",
73dedb102d871abdebb99f996e1b9a1fd7fe6742.1,"Both {Cambodia and Thailand} lay claim to the 11th century temple, which sits atop a cliff on Cambodian soil but has its most accessible entrance on the Thai side.",what countries argreed to meet ?,Cambodia and Thailand,"Tanto {Camboya como Tailandia} reclaman el templo del siglo XI, que se encuentra sobre un acantilado en suelo camboyano, pero tiene su entrada m�s accesible en el lado tailand�s.",
ca122d39b375e4aa4fd8f0f4ef708342987a1ce5.9,"It has since instigated widespread criticism within the sport, with Red Bull boss {Christian Horner} telling UK race broadcaster the BBC afterwards that ""it's wrong for the sport.""",Who is the Red Bull team boss ?,Christian Horner,"Desde entonces ha instigado cr�ticas generalizadas dentro del deporte, con el jefe de Red Bull, {Christian Horner}, dici�ndole a la cadena brit�nica BBC que ""est� mal para el deporte"".",
41e50856fab87ec749fe10144c42640540de0283.3,"Carrie Prejean: I'm definitely a little bit surprised just by the way that I found out about this. You know, I was called by the media to inform me {that I was fired}.",What did Carrie Prejean learn from the media,that I was fired,"Carrie Prejean: Definitivamente estoy un poco sorprendida por la forma en que me enter� de esto. Sabes, me llamaron los medios para informarme {que me despidieron}.",
885e1a09caadcd533aae6ec10c8bedb2e6afb1ee.8,"Revealed follows him to the Montreux Jazz Festival in Switzerland, where he teams up with his hero, {Jazz legend Hancock}. The feeling of admiration is entirely mutual, and for Hancock who has not played classical repertoire in many years, he is feeling out of his depth. ""Lang Lang is totally amazing, I'm pretty terrified to be up on stage playing alongside him. I've never practiced so much in my life!"" Backstage another Jazz legend Quincy Jones has popped by for the concert, remarking, ""Lang Lang has taken the world by storm. This is as good as it gets.""",Who will he collaberate with ?,Jazz legend Hancock,"Revelado le sigue al Festival de Jazz de Montreux en Suiza, donde se une a su h�roe, {la leyenda de Jazz Hancock}. El sentimiento de admiraci�n es totalmente mutuo, y para Hancock que no ha tocado repertorio cl�sico en muchos a�os, se siente fuera de su profundidad. ""Lang Lang es totalmente incre�ble, estoy bastante aterrorizado de estar en el escenario tocando junto a �l. Nunca he practicado tanto en mi vida!"" Tras bastidor otra leyenda de Jazz Quincy Jones ha aparecido para el concierto, comentando, ""Lang Lang ha tomado el mundo por la tormenta. Esto es tan bueno como se pone.""",
1af7169c8e464e69b0ec196f8c46d762a1e0dee8.8,"The Reverend Peyton's Big Damn Band, made up of The Rev, his wife Breezy on washboard and his brother Jayme on drums, has been touring the country almost nonstop for several years, and they've had a chance to see the harsh realities of the American dream up close. They've made their personal struggles, their family's setbacks and stories from people they meet into lyrical fodder -- and despite the grim subject matter, put on an enthusiastically upbeat, memorable performance in each town they play. Watch the Big Damn Band perform ""{Worn Out Shoe}"" �",What is the name of one of their song titles ?,Worn Out Shoe,"El Reverendo Peyton's Big Damn Band, compuesto por The Rev, su esposa Breezy en el tablero de lavado y su hermano Jayme en la bater�a, ha recorrido el pa�s casi sin parar durante varios a�os, y han tenido la oportunidad de ver las duras realidades del sue�o americano de cerca. Han hecho sus luchas personales, los reveses de su familia y las historias de la gente que se encuentran en el forraje l�rico - y a pesar de la materia sombr�a, poner en un rendimiento entusiastamente optimista y memorable en cada ciudad que tocan. Ver la Big Damn Band interpretar ""{Worn Out Shoe}"" �",
25abfd6bf83eb62bdd4daf1f542d61b54ab2871d.3,"{Kanda} holds the world record for the longest-duration balloon flight, with a time of 50 hours and 38 minutes, according to the World Air Sports Federation.",Who holds the record for longest flight ?,Kanda,"{Kanda} tiene el r�cord mundial para el vuelo en globo de m�s larga duraci�n, con un tiempo de 50 horas y 38 minutos, seg�n la World Air Sports Federation.",
c2431f444beeae20d12b4476adaa01f3b10fd3d1.8,"NEW YORK (CNN) -- Good, but not enough, the Rev. Al Sharpton said in response to New York Post Chairman Rupert Murdoch's apology for {a controversial editorial cartoon published in the newspaper}. Online Wednesday, some Post readers reacted similarly.",What is Rupert Murdoch 's apology for ?,a controversial editorial cartoon published in the newspaper,"NUEVA YORK (CNN) -- Bueno, pero no suficiente, el reverendo Al Sharpton dijo en respuesta a la disculpa del presidente del Post de Nueva York, Rupert Murdoch, por {una controvertida caricatura editorial publicada en el peri�dico}.",
bb3be13a69864d2a3c23e6aee251e2a961c743b6.8,"Anna Post: {The sooner} you can reply properly, the better. Never leave someone hanging. Anna Post is the resident technology-etiquette expert at the Emily Post Institute, in Burlington, Vermont.",When should you reply ?,The sooner,"Anna Post: {Cuanto antes} puedas responder correctamente, mejor. Nunca dejes a alguien colgado. Anna Post es la experta residente en tecnolog�a de etiqueta en el Emily Post Institute, en Burlington, Vermont.",
be4516225a8cdcd7d1beca452d803d87b997fa33.6,"Buenos Aires, Argentina (CNN) -- A former Miss Argentina died Sunday after {complications arising from plastic surgery}, the official Telam news agency said.",What was the cause of her death ?,complications arising from plastic surgery,"Buenos Aires, Argentina (CNN) -- Una ex Miss Argentina muri� el domingo despu�s de {complicaciones derivadas de cirug�a pl�stica}, dijo la agencia oficial de noticias Telam.",
